date,headline,content,url,source,country,primary_agenda,primary_category,political_categories,cultural_categories,political_score,cultural_score
2023-03-09,Snart må du lade om,"Snart kan laderen din bli utdatert. EU vil ha én felles standard for hvordan alt fra mobil til PC skal få strøm, for å gjøre lading tryggere og enklere. Du kommer til å like det, for alt fra spillkonsoller, rutere, skjermer og trådløse ladere må bruke avtakbare USB-C-kabler og minst én USB-C-port. Hjemme lader vi både mobilen, ørepropper, headset, PC og nettbrett og vi putter ofte den nærmeste laderen vi finner rett i dingsen vår. Ikke alle type ladere går til all elektronikk – dette vil EU forenkle. Fra før av har EU bestemt at ladepluggen skal være USB type C, men nå skal også selve kabelen og ladeklossen få felles standard. – Det å få en standard som øker sikkerheten til ladere og kabler, vil over tid gi en tryggere hverdag for oss. Dette vil gi trygge ladere for de aller fleste produktene vi har hjemme, mener Jan-Tore Dilling i Brannvernforeningen. – Velger man feil ved bruk av annet enn USB-C, kan farlige situasjoner oppstå. Produktet som lades kan få feil spenning eller strøm, noe som kan gi overoppheting og til slutt starte en brann, advarer Jan-Tore Dilling, fagsjef i Brannvernforeningen. Han sier også at mange av oss ikke vet hvilke ladere som passer til hvilke produkter. Han mener det er urealistisk å forvente at vi skal ha den kunnskapen. –At produktene blir tryggere i seg selv, er avgjørende for å få ned branntallene på sikt, sier han. EU vil ha én standard for ladekabler og ladeklosser, ikke bare USB-C delen av laderen Kommisjonen vil også tvinge produsentene til å merke både ladere og ladekabler slik at det tydelig kommer frem hvilken effekt de klarer. Andre krav i forslaget gjelder effektivitet. Tanken fra EU-kommisjonen er at det skal bli lettere for oss å forholde oss til én lademulighet uansett hva det er vi trenger å lade. I dag er det forskjell på strømstyrken som går gjennom kablene og hvilken effekt laderen du plugger i veggen gir. EK-kravet gjelder ikke bare mobiltelefoner og kameraer, som allerede må ha USB-C-kontakt, men nesten all elektroni",https://www.nrk.no/norge/eu-vil-ha-enklere-lading-av-elektronikk-1.17625138,nrk,norway,cultural,arts,foreign_policy,arts,1,1
2023-02-17,Norsk politikk,,https://www.vg.no/tag/norsk-politikk,VG,norway,unclassified,,,,0,0
2023-02-02,Mindre­årige gutter i retten: Tiltalt for grov kropps­krenkelse,"To mindreårige gutter og en ung mann måtte i dag møte i Indre og Østre Finnmark tingrett. De er tiltalt for å ha utøvet vold mot en annen person, og eller ha medvirket til det. Fornærmede er også under 18 år. – Kroppskrenkelsen er grov fordi det særlig legges vekt på at den er begått av flere i fellesskap, følger det av tiltalebeslutningen. De tre tiltalte er alle fra Indre Finnmark. Ingen erkjenner straffskyld. Det var i mai i år voldsepisoden skjedde. En video på ni sekunder viser den fornærmede gutten bli holdt fast og sparket gjentatte ganger i nakke- og hodeområdet mens han ligger på bakken. – Politiet fikk tips om en video som viste en voldshendelse. Ved nærmere undersøkelser fikk politiet kjennskap til at videoen sirkulerte rundt, og kjennskap til de involverte i hendelsen, sier aktor Thea Tobiassen til NRK. Thea Tobiassen er aktor i saken. I retten ble det dokumentert at den fornærmede hadde synlige merker på hodet og kroppen dagen etter hendelsen. Tobiassen sier at tiltalen er alvorlig siden hendelsen ble filmet. – I tillegg til at to av de tre tiltalte er mindreårige, og at fornærmede er mindreårig. De tiltalte erkjenner ikke straffskyld, men deres forsvarer spurte om samfunnsstraff kan være en egnet reaksjon dersom retten skulle mene det. Alle tre siktede svarte ja. Aktoren ba derimot om denne straffen: – Det er bevist over enhver rimelig og fornuftig tvil at tiltalt 1 sparket 5 ganger. Det er bevist over enhver rimelig og fornuftig at tiltalt 2 og tiltalt 3 har medvirket psykisk og fysisk, sa Tobiassen og fortsatte: – Alle oppfyller kravene for tiltalen, mener Tobiassen. Videre kommer ikke påtalemyndigheten til å nedlegge påstand om erstatning eller oppreisning til fornærmede, opplyste hun. Alle de tre forsvarerne ba om frifinnelse av de tiltalte. Trond Biti er forsvarer for en av de mindreårige guttene. – Det som er fint er at min klient i dag har fått komme med sin forklaring av hva som skjedde. Trond Biti er forsvarer for en av de mindreårige guttene.",https://www.nrk.no/sapmi/mindrearige-gutter-fra-finnmark-i-retten_-tiltalt-for-grov-kroppskrenkelse-1.17638613,nrk,norway,cultural,arts,defense,arts,1,2
2023-01-23,Ta quiz og bli radiostjerne!,"Hva het Bruce Spiringsteen sin første top 40 sang? Hvor kommer Joni Mitchell fra? Hva heter Sabrina Carpenter sitt nyeste album, sluppet august 2025? Hva heter musikalen inspirert av musikken til ABBA? Hvilket land kommer AC/DC brødrene Malcom Young og Angus Young fra? Hva het gruppen Beyonce forlot i 2005? Hvilken musikk-gruppe besto av: Maurice, Robbin og Berry Gibbs? Hvor mange medlemmer var det i guttegruppen 5 seconds of summer? Hva var navnet på Elvis Presley sitt debut album, og hvilket år kom det ut? Hvem skrev «mitt lille land»? Du må svare på alle spørsmålene først.",https://www.nrk.no/kultur/popquiz_-test-om-du-er-den-som-bor-bli-med-pa-neste-popquiz-1.17633450,nrk,norway,cultural,youth_culture,,youth_culture,0,1
2023-01-21,Klima og miljø,"En ny rapport fra FNs miljøprogram (UNEP) avslører at verden fortsatt er langt unna å nå målene i Parisavtalen. GAP-rapporten gir en årlig gjennomgang av gapet mellom hvor globale utslipp er på vei med forpliktelsene landene setter for seg selv (NDC’er), og hvor de bør være for å begrense oppvarmingen av kloden til under 2 grader. Med nye klimamål styrer nå verden mot 2,3-2,5 graders oppvarming. Det er en liten forbedring, sammenlignet med 2,6-2,8 °C i fjorårets rapport. Rapporten understreker at selv om verdens land klarer å nå sine klimamål, vil det ikke være nok til å begrense oppvarmingen til under 2°C, og spesielt til 1.5°C, som er Parisavtalens mål. Så langt har ikke landene klart å nå målene de har satt for 2030, og nye mål for 2035 kan bli enda vanskeligere å oppfylle. UNEP konkluderer med at det trengs mye raskere og mer omfattende global klimainnsats for å unngå de mest alvorlige effektene av klimaendringer. Og det er helt avgjørende for at det skal være mulig å komme tilbake til 1,5 graders målet innen 2100, ifølge rapporten.",https://www.nrk.no/nyheter/klima-og-miljo-1.12193804,nrk,norway,cultural,arts,,arts,0,1
2023-01-18,Nyhetssenter Stor-Oslo,"Nødetatene er til Lillestrøm etter melding om brann på et tak i en enebolig. Ifølge politiet skal beboere være evakuert. Brannvesenet har kontroll på brannen. Det er ingen spredningsfare. Øvre Rælingsveg vil være steng en god stund framover, skriver politiet.",https://www.nrk.no/stor-oslo/nyhetssenter-stor-oslo-1.17142050,nrk,norway,unclassified,,,,0,0
2023-01-17,Dette kan endre fotballen slik vi kjenner den,"Sist helg gjorde Conor Bradley en stor tabbe. Så rygget Liverpools unge høyreback nervøst inn i eget felt. Brentfords stoppere jogget oppover. Stemningen steg. Alle visste hva som kom. Michael Kayode kastet ballen 35 meter inn mot mål, der Kristoffer Ajer stusset videre til Dango Ouattara. 1–0 Brentford. Ballen var aldri nær gresset. Kastet tok 38 sekunder. Dette kan bli fotballens fremtid. Ser du mye Premier League, består livet ditt stadig mer av én ting: Du venter på at ballen skal komme i spill. Denne sesongen består en Premier League-kamp i snitt av mer enn 45 minutter der ballen er død, ifølge Opta. Og mer enn 11 minutter er venting på innkast. Før satset kun et par svakere lag på lange kast, blant dem Stoke, som bet seg fast i Premier League i 2008/09 med kanonkulene til Rory Delap. De store lagene fnyste, spesielt Arsenals trener, Arsène Wenger. – Det er rugby, sa Wenger. KRITISK: Arsenals tidligere trener, Arsène Wenger (til høyre), var ingen fan av lange innkast. Men nå tar selv store lag lange kast. I skrivende stund har nesten en tredjedel av sesongens mål kommet på dødball. Kongene er nettopp Arsenal, som har ni mål på cornere og frispark, og bare fem fra åpent spill. Det virker: Før helgen lå Martin Ødegaards lag seks poeng foran nærmeste tittelkandidat, Manchester City. Tottenham har kastet seg på bølgen, og lå på tredjeplass før helgen. Husker du denne meksikaneren? VIKTIG MANN: Bernardo Cueva hjalp Norge med å score på dødballer. Bernardo Cueva var dødballsjef i Brentford da Ståle Solbakken ba ham hjelpe landslaget i 2021. Så scoret Norge fra to cornere på to kamper. I fjor ble Cueva «kjøpt» av Chelsea for 10 millioner kroner, sannsynligvis som historiens dyreste dødballtrener. Nå er Chelsea nest best på dødballer i Premier League. Wenger har rett: Det er litt som rugby, eller amerikansk fotball. Faste rutiner, blokkeringer, stopp, start, stopp, start. Men når innkastene funker, hvorfor gjør ikke alle det? Svaret handler om hva dødballer gir og tar.",https://www.nrk.no/sport/analyse-av-thore-haugstad_-lange-innkast-kan-endre-fotballen-slik-vi-kjenner-den-1.17634941,nrk,norway,cultural,arts,,arts,0,1
2023-01-14,– Ikke et øyeblikk er bortkastet,"Ny serie fra «Slow Horses»-forfatteren, to komedier og et fantasy-epos er på menyen denne uken. Jeg skriver om filmer og TV-serier, og lager VGs filmprogram «Blåkkbøster». Tips meg gjerne på tbb@vg.no. May the force be with you! Informasjon om AI i VG-artikler",https://www.vg.no/rampelys/i/vg41xm/serietips-liker-du-slow-horses-vil-du-like-denne,vg,norway,cultural,arts,,arts,0,2
2022-12-23,Konkursras i eiendom: – Ringvirkningene blir stadig tydeligere,"Mens konkursutviklingen viser tegn til stabilisering, peker pilene kraftig nedover innenfor eiendom. Oppsummeringen er laget av AI-verktøyet ChatGPT og kvalitetssikret av E24s journalister Det fremgår av SSBs konkursstatistikk, ifølge flere inkassoselskaper. – Det er nok ikke å overdrive å si at det er krise i eiendomsbransjen nå, og det er vanskelig å ikke sette denne utviklingen i sammenheng med konkursbølgen vi har hatt innen bygg- og anleggsbransjen, sier daglig leder Per Fjærestad i kredittopplysningsforetaket Creditsafe til E24. Han utdyper at eiendomsbransjen omfatter utvikling og drift av eiendom, kjøp, salg og utleie av fast eiendom, eiendomsmegling samt eiendomsforvaltning, med mer. 335 norske selskaper gikk konkurs i oktober. Det gir en liten økning på 4 prosent sammenlignet med 321 konkurser i samme måned i fjor, og viderefører trenden fra tredje kvartal med tegn til stabilisering i konkurstrenden. I eiendomsbransjen var det 47 konkurser, en økning på nær 200 prosent sammenlignet med oktober i fjor. Det etterfølger en september-måned med en økning på 210 prosent, mot samme periode ifjor. Daglig leder i Creditsafe. – Selv om de verste konkurstoppene ser ut til å være tatt for bygg og anlegg, er det fremdeles nedgangstider i sektoren, og ringvirkningene blir stadig tydeligere, sier Fjærestad. Han legger til at mens man før sommeren så en økning i konkurser blant arkitektfirmaer og teknisk konsulentvirksomhet, treffer bølgen nå eiendomsbransjen, herunder drift og utvikling av eiendom, med mer. Daglig leder Siri Jensen i inkassoselskapet Fair Collection ser tegn til at bygg- og anleggsbransjen har tilpasset seg en ny markedsrealitet. Daglig leder i Fair Collection. – Flere har styrket kontrollen over kostnader og likviditet, og den lille byggeaktiviteten som er drives nok mer lønnsomt. Samtidig rapporteres det fortsatt om utfordrende forhold og begrenset igangsettelse av nye prosjekter, sier Jensen i en melding. 3180 bedrifter har gått konkurs hittil i 2025,",https://e24.no/norsk-oekonomi/i/yELen2/konkursras-i-eiendom-krise-i-bransjen,vg,norway,cultural,lifestyle,elections,"lifestyle,arts",1,2
2022-12-18,Ingrid Olina Hovland,Meninger,https://www.vg.no/tag/ingrid-olina-hovland,VG,norway,unclassified,,,,0,0
2022-12-17,Sudan,"FNs generalsekretær António Guterres ber om at volden i Sudan må ta slutt umiddelbart. Guterres advarer om at krisen i Sudan stadig blir verre og verre. Han oppfordrer partene til å «komme til forhandlingsbordet, få en slutt på dette marerittet av vold – nå». – Den grusomme krisen i Sudan spinner ut av kontroll, sa han.",https://www.nrk.no/nyheter/sudan-1.11176132,nrk,norway,cultural,arts,,arts,0,1
2022-11-02,Håvard (28) gjorde gullfunn: – Turte ikke å tro det,"• Håvard Fredriksen fant et sjeldent gullberlokk på et jorde i Søgne, trolig fra jernalderen (ca. 200 e.Kr.). • Smykket er laget med filigranteknikk, en metode som stammer fra Romerriket. • Kun rundt 30 slike smykker er funnet i Norge, hovedsakelig i Vestfold og Telemark. • Gjenstanden er uvurderlig og tilhører fellesskapet, da den er eldre enn reformasjonen (1537). • Smykket er overlevert til fylkesarkeolog Joakim Winterwoll og vil trolig bli utstilt på Kulturhistorisk museum eller Kuben i Arendal. • Moderne håndverkere klarer ikke å gjenskape kvaliteten på slike smykker, ifølge eksperter. Oppsummeringen er laget av en KI-tjeneste fra OpenAI. Innholdet er kvalitetssikret av NRKs journalister før publisering. – Det var ikke et veldig tydelig signal. Det sier Håvard Fredriksen (28) som for noen dager siden fikk et litt utydelig pipesignal på metalldekoren. For 28-åringen er flere ganger i uken ute på skattejakt, men som regel finner han bare skrot. – Jeg har tidligere hørt og lest om gullberlokk, men jeg turte ikke å tro på at det var det. På et jorde i Søgne gjorde entusiasten sitt største funn, eller minste. For gullberlokket er ikke mye lenger enn en centimeter. SMÅTT: Et gullberlokk veier ikke mange gram og har mange små detaljer. Gullberlokk, hva er det? Tenker du kanskje. Det er et smykke laget med en teknikk der mange små gulltråder flettes sammen. Teknikken er kalt filigran, forklarer Fredriksen. Håndverket har sitt utspring fra Romerriket. Det er kun funnet om lag 30 av dem i Norge tidligere. De fleste av funnene er gjort i Vestfold og Telemark. Hvor gammelt smykket er har ikke blitt endelig fastslått, men trolig er det fra jernalderen, 200 år etter Kristus. Lenge før vikingtiden var i gang. Det bekrefter fylkesarkeolog Joakim Winterwoll. – Teknikken er gammel. Dette kan være første uttrykket man har på en egen skandinavisk kultur, sier Winterwoll. Dessverre for Håvard Fredriksen er det slik at alle gjenstander som er eldre enn reformasjonen i år 1537, tilhø",https://www.nrk.no/sorlandet/havard-fredriksen-fant-et-1800-ar-gammelt-smykke-i-sogne-1.17611111,nrk,norway,political,elections,"elections,foreign_policy",cultural_identity,2,1
2022-10-25,Ny undersøkelse: Leger slakter brukervennligheten i journalsystemene,"For lege Berit Grandaunet har problemene vært så store at hun sier opp jobben ved St. Olavs hospital. Sammendraget er laget ved hjelp av kunstig intelligens (KI) og kvalitetssikret av Aftenpostens journalister. – Jeg fikk bare nok. Etter å ha jobbet med innføring av det elektroniske pasientjournalsystemet HelseplattformenHelseplattformenNy, felles pasientjournal og et pasientadministrativt system for sykehus, kommuner og fastleger i Midt-Norge. i fire år sa det stopp for lege Berit Grandaunet. Hun hadde vært superbrukersuperbrukerEn ansatt med spesielt ansvar for å lære opp andre. og lært opp andre. Men stress, usikkerhet og manglende motivasjon førte til at hun søkte permisjon fra stillingen sin og nå velger å slutte i jobben ved St. Olavs hospital. – Jeg har alltid ønsket å lære nye ting, og jeg var ikke negativ til å få et nytt journalsystem. Men når systemet er så rigid og komplekst og med så mange feil som vi hele tiden måtte kompensere for, fant jeg ut at dette går ikke lenger, sier Grandaunet til Aftenposten. Og mange leger i Norge er enig med Grandaunet. I en ny spørreundersøkelse om brukervennlighet er det særlig Helseplattformen som får slakt av legene. Men også i sykehjem og på andre sykehus rapporteres dårlig brukervennlighet. – Det er alvorlig at så mange er misfornøyd med journalsystemene. Journalen er et av våre viktigste verktøy. Disse problemene har lenge vært løftet av legene. Det sier president Anne-Karin Rime i Legeforeningen. I undersøkelsenundersøkelsenUndersøkelsen er basert på en standardisert metodikk kalt System Usability Scale med 10 spørsmål. har sykehusleger, sykehjemsleger og fastleger svart på hvordan de opplever brukervennligheten i systemene de bruker. Svarene gir en score på en skala fra 0–100, der alt under cirka 50 poeng karakteriseres som strykkarakter F, mens rundt 50–60 tilsvarer skolekarakter D. Legeforeningen mener sykehus og kommuner ikke har hatt nok oppmerksomhet på hvor viktig det er at systemene er enkle og lette å forst",https://www.aftenposten.no/norge/i/zAdmg1/ny-undersoekelse-leger-slakter-brukervennligheten-i-journalsystemene,aftenposten,norway,cultural,arts,"elections,foreign_policy",arts,2,2
2022-10-24,Sammenstøt med flere biler ved Lysaker i Oslo,"Rundt 17.30 får politiet melding om et sammenstøt mellom flere biler på E18 ved Lysaker retning Drammen. – Fem biler er stoppet opp, men jeg er usikker på om alle har vært involvert i sammenstøtet, sier operasjonsleder Øyvind Hammervold til VG. – Men tre biler er i hvert fall involvert. Politiet er fremme på stedet, og klokken 17.43 ser det ut som behov for berging av to av bilene. Det er ingen skade på de involverte personene. – To av kjørefeltene er åpne, så det ser ut som at trafikken går greit forbi, sier Hammervold. Informasjon om AI i VG-artikler",https://www.vg.no/nyheter/i/25M3lv/sammenstoet-med-flere-biler-ved-lysaker-i-oslo,vg,norway,cultural,arts,,arts,0,1
2022-10-12,Slik skal ulykkestallet ned: Farten reduseres umiddelbart på elsparkesykler i Oslo,"Farten og akselerasjonen på elsparkesykler skal reduseres. Det er byrådet i Oslo og selskapene Voi, Ryde og Bolt blitt enige om mandag. Her er tiltakene som skal redusere ulovlig og uvøren bruk av elsparkesykler: – Tiltakene de nå legger frem, vil innføres umiddelbart, sier byråd for miljø og samferdsel i Oslo Marit Vea (V) til VG. Maks lovlig hastighet på en elsparkesykkel i Oslo er i dag 20 km/t. Samferdselsbyråd (V) i Oslo Mandag ettermiddag er appen til Voi nede i en kort periode, men det ble raskt fikset. – Alt er oppe og går nå. Det var ikke mange minuttene, men en kort nedetid som følge av de første endringene i tråd med tiltakspakken for reduserte ulykker, skriver kommunikasjonssjef i Voi, Øystein Sundelin, til VG. Høyre-Venstre-byrådet i Oslo besluttet i fjor høst å doble antall elsparkesykler som er tilgjengelig for utleie. Fra 12. april i år ble antallet økt fra 8000 til 16.000. Fra samme dato har ulykkestallene skutt i været. Over tusen personer er behandlet etter skader med elsparkesykkel i Oslo hittil i år. Det er langt over en dobling siden i fjor. 16. oktober sto elsparkesykkel-aktørene skolerett for byråd Marit Vea (V). Nå har selskapene som kommet ut av tenkeboksen. – Vi ønsker å være en del av løsningen, ikke problemet. Ved å innføre disse tiltakene viser vi at vi tar samfunnsansvaret vårt på alvor, sier lederne i Voi, Ryde og Bolt. Effekten av tiltakene skal evalueres til våren. – Nå handler det om å levere på de forventningene, sier Jens Öhgren i Bolt, Tobias W. Balchen i Ryde og Øystein R. Sundelin i Voi. Alle brukere vil få instruks om ikke å kjøre på fortau, før de kan starte en tur. Selskapene innfører saktesoner på Langkaia, Aker Brygge, Stortorvet og i Lille Grensen og Spikersuppa i Oslo sentrum: Der vil elsparkesykkelen automatisk senke farten. Brukere som konsekvent feilparkerer vil bøtelegges og automatisk nektet å leie elsparkesykler. – Lavere terskel for utestengelse betyr at 4000 brukere vil bli utestengt allerede før nyttår, opplyse",https://www.vg.no/nyheter/i/pPJ02X/slik-skal-ulykkestallet-reduseres-farten-reduseres-umiddelbart-paa-elsparkesykler-i-oslo,vg,norway,cultural,arts,elections,arts,1,1
2022-10-07,Jakten,"Her springer han for livet med den amerikanske agenten hakk i hæl. Like etter blir han pågrepet av immigrasjonsmyndighetene. Amerikanske immigrasjonsmyndigheter har gjennomført omfattende aksjoner i hele USA de siste månedene. Reuters' fotograf Jim Vondruska har fulgt aksjonene tett over lengre tid. Her er hans bilder fra gatene i Chicago som viser dramatiske scener med pågripelser, protester og sammenstøt. Protestene har vært voldsomme. Her har demonstranter forsøkt å blokkere ICE-biler og politiet. Myndighetene svarte med tåregass og pepperspray mot folkemengdene. Her har Reuters-fotografen fanget øyeblikket hvor en ICE-soldat forsøker å få tak i en person på en parkeringsplass. Bekymringen blant byens innbyggere har økt etter hvert som «Operation Midway Blitz» fortsetter i Chicago-området. Operasjonen har som mål å pågripe og utvise papirløse innvandrere som bor i området. Trump har tidligere i år sendt Nasjonalgarden inn i flere storbyer, deriblant Los Angeles, Memphis og Washington D.C. I begynnelsen av juni førte protester mot omstridte pågripelser av migranter til at Trump sendte 2000 soldater fra Nasjonalgarden til Los Angeles. Det resulterte i at protestene økte i omfang til rene gateslag mellom politi og demonstranter. Trump-administrasjonen tilbyr 2500 dollar til mindreårige migranter fra 14 år og oppover dersom de forlater landet frivillig, ifølge et brev Reuters har sett. Brevet er sendt til boliger som huser enslige mindreårige migranter. Det er det seneste tiltaket fra Trump-administrasjonen, som ønsker å få folk til å reise frivillig ut av USA. Innvandringsmyndigheten Ice bekrefter at mindreårige migranter er tilbudt penger for å forlate landet, men sier ikke noe om beløpet. (NTB) USAs president Donald Trump har lansert en egen nettside for å rekruttere flere føderale politibetjenter til Washington D.C. Stillingene utlyses blant annet i innvandringsmyndigheten Ice, i DEA som er driver med narkotikabekjempelse og andre føderale tjenester. Grepet er et",https://www.vg.no/nyheter/i/lw7jBk/menneskejakten-i-usa,vg,norway,political,foreign_policy,"foreign_policy,immigration",arts,2,1
2022-09-22,Jennifer Aniston gjør forholdet offisielt på Instagram,"Skuespilleren deler romantisk bilde med kjæresten Jim Curtis. Jennifer Aniston har endelig gjort forholdet til Hollywood-hypnotisøren Jim Curtis offisielt på Instagram. «Friends»-stjernen delte et søtt svart-hvitt bilde av seg selv mens hun klemmer Curtis på hans 50-årsdag, melder Daily Mail. – Gratulerer med dagen min kjære, skrev 56-åringen i bildebeskrivelsen sammen med et rødt hjerte. Bildet viser Aniston med armene rundt Curtis bakfra, begge smiler og holder hverandre i hendene. Ryktene om romanse startet da paret ble sett på ferie i Mallorca i juli. Curtis støttet også Aniston på premieren av «The Morning Show» nylig. Curtis, som jobber som livscoach og «kjærlighetsguru», har nylig kommentert forholdet deres. I en spørsmålsrunde svarte han på hvordan man finner kjærlighet som 42-åring. – Det er det samme som å gjøre det som 22 og 32, men med mer selvtillit, erfaring og autentisitet, sa han. – Først må du elske deg selv og innse at du har den perfekte alderen. Aniston har tidligere vært gift med Brad Pitt fra 2000 til 2005 og Justin Theroux fra 2011 til 2017. En kilde fortalte tidligere at paret «gjør alt sammen» og at de «klikker virkelig bra» på grunn av felles interesser som meditasjon, yoga og terapi. Informasjon om AI i VG-artikler",https://www.vg.no/rampelys/i/xm11B8/jennifer-aniston-gjoer-forholdet-offisielt-paa-instagram,vg,norway,cultural,arts,,arts,0,1
2022-09-18,Voldshendelse på videregående skole: – Alvorlig skadd,"Har du bilder, video eller er på stedet? Politiet rykket ut med store styrker til Rælingen videregående skole i Akershus ca. kl. 9.45 tirsdag. En elev ved skolen er skadet i en voldshendelse og hentet av ambulanse, melder politiet. Kl. 11.35 opplyser politiet at den fornærmede nå er ved bevissthet. – Personen er alvorlig skadd, utover det vet jeg ikke mer, sier innsatsleder Marit Furuseth Leversby til NRK. Tre personer er mistenkt og pågrepet. En av dem er under 18 år, de to andre er over 18 år. Alle involverte er elever ved skolen. – Politiet har kjennskap til de tre pågrepne fra før, opplyser jourhavende politiadvokat, Maren Myklebust Moe. Hun ønsker ikke å gå nærmere inn på i hvilken forbindelse, men at det har vært en forutgående konflikt mellom partene. Politiet fikk raskt informasjon om de mistenkte gjerningspersonene fra vitner på skolen. Det har ikke vært brukt våpen, ifølge politiadvokaten. – Voldsutøvelsen som vi har fått informasjon om, innebærer slag og spark mot kropp og hode, opplyser politiadvokaten. Tre personer blir pågrepet kort tid etter. – De tre som er pågrepet, blir kjørt inn til Lillestrøm politistasjon og tatt avhør av, sier innsatsleder Marit Furuseth Leversby til NRK. Politiet rykket ut til et slagsmål ved den aktuelle skolen også mandag. De undersøker om hendelsene kan ha noen sammenheng. – Vi ser at det er en viss sammenheng, men noe mer ønsker jeg ikke å gå inn på per nå, sier Myklebust Moe. – Men vi er kjent med at det er en konflikt fra før mellom samtlige involverte. Nicholas Sæther er elevrådsleder ved skolen. Han satt i klasserommet da hendelsen skjedde og fikk en melding på telefonen om at det hadde vært en voldshendelse på skolen. – Jeg ble ikke så veldig nervøs. Det var litt rart egentlig, for det ligner ikke vår skole, sier Sæther. Nicholas Sæther er elevrådsleder på videregående skole. Han forteller at de andre elevene på skolen prater om det som har skjedd, men det virker ikke som at de er preget av frykt. De er mest bekymret ",https://www.nrk.no/stor-oslo/voldshendelse-pa-videregaende-skole-pa-romerike_-_-mulig-alvorlig-skadd-1.17638808,nrk,norway,cultural,arts,,arts,0,1
2022-09-16,Ny teknologi kan utfordre tolkeyrket,"Da språkentusiasten Elki Sharrow hørte om Apples nye Airpods med direkte oversettelse, måtte hun le. – Jeg har allerede brukt seks år på å lære norsk, og jeg hater å tenke at jeg kunne brukt denne tiden på noe annet, sier hun. Sharrow er britisk statsborger, og har bodd i Oslo i seks år. Hver fredag går hun på språkkafé ved Deichman bibliotek Stovner, for å øve seg på norsk. – Jeg vil fortsette å lære norsk, men jeg tror mange vil bli helt avhengige av teknologien, sier Sharrow. Det nye produktet skal ha direkte oversettelse for samtaler, på tvers av språk. Produktet er allerede tilgjengelig i USA, men det er ikke kjent når det kommer til Norge. Tidligere leder i norsk tolkeforening, Richard Sciaba tror teknologien vil bli brukt, men at den har klare begrensninger. Tolk og translatør Richard Sciaba har jobbet med språk i nesten 40 år, og tolker mellom norsk, engelsk og spansk. Han tror at menneskelige tolker fortsatt vil være viktige i situasjoner der det er ekstra viktig å være helt korrekt, for eksempel i helsevesenet og i rettssaker. – Kunstig intelligens kan forstå ord, men ikke følelser, ironi eller sarkasme. Den mangler menneskers evne til å forstå kontekst, sier Sciaba. Selv om det er spennende teknologi, kan den nye funksjonen få konsekvenser for tolkeyrket, ifølge Sciaba. Sciaba advarer mot å bruke teknologien i situasjoner der presisjon er avgjørende. – Hvis teknologien er 90 til 95 prosent riktig til en tiendedel av prisen, er det lett å si at det er godt nok. Det bekymrer meg, sier han. Zeljko Cirikovacki er språkkonsulent, og spesialbibliotekar på Deichman bibliotek Stovner, og i dag leder han språkkaféen. Han har selv bakgrunn som lingvist, og lærte svensk før han flyttet til Norge for ni år siden. Ved Deichman bibliotek på Stovner i Oslo, leder Zeljko Cirikovacki språkkaféen hver fredag. Da han først fikk høre om Apples nye funksjon, hadde han delte meninger. – Jeg tenkte at det var spennende med en slik funksjon, men det var også skummelt. Hva betyr ",https://www.nrk.no/norge/apples-direkte-oversetter-skaper-reaksjoner-blant-sprakentusiaster-1.17611138,nrk,norway,cultural,arts,,arts,0,1
2022-09-13,Oljefondet stemmer mot Tesla-sjefens lønnspakke,"Tesla-styret foreslår å gi Musk over 400 millioner Tesla-aksjer. Oljefondet sier nei igjen. Oljefondet oppgir vanligvis hva det vil stemme på generalforsamlinger fem dager i forveien. Denne gangen er fondets stemmeintensjoner litt forsinket. Teslas generalforsamling avholdes 6. november. Fondet oppgir at det vil stemme mot den enorme lønnspakken som Tesla-styret har foreslått. – Selv om vi anerkjenner verdiene skapt under herr Musks visjonære rolle, er vi bekymret over den totale størrelsen på tildelingen. Det skriver Oljefondet i sin begrunnelse, som ble publisert på fondets nettsider tirsdag morgen. Begrunnelsen ligner tidligere stemmer over store lønnspakker til Musk: Blant annet er Oljefondet bekymret over utvanning av aksjen. Da Oljefondet stemte mot en tidligere lønnspakke til Elon Musk i fjor, sendte Tesla-sjefen kritiske meldinger til Oljefondets leder Nicolai Tangen. – Vi vil fortsatt forsøke å ha konstriktiv dialog med Tesla om dette og andre tema, skriver Oljefondet videre i begrunnelsen. Styret i Tesla foreslo nylig en ny lønnspakke til Musk med en potensiell verdi på over 1.000 milliarder dollar. Det er mulig at Tesla-sjefen forlater selskapet hvis han ikke får denne pakken, advarte Teslas styreleder Robyn Denholm nylig. «Tesla ledes ikke av en vanlig konsernsjef», skriver selskapet på egne nettsider. «Elon er en visjonær som dukker opp én gang per generasjon, med en unik merittliste rundt å revolusjonere industrier og oppskalere virksomheter til industripionerer verdt milliarder av dollar», skriver de. Styret mener at Tesla kan skape vekst uten sidestykke for eierne sine. «Men for å sikre fremtiden vår må vi godkjenne to sentrale forslag for å både beholde Elon og gi ham incentiver til å vekke vår visjon for Tesla til live», skriver de. Det har vært mye kontrovers om tidligere lønnspakker som Musk har fått tildelt, også i rettssystemet. Elon Musk er verdens rikeste mann. Ifølge Bloomberg har han 469 milliarder dollar i formue. Musk vil ikke få utbetalt",https://e24.no/boers-og-finans/i/Eyd0p3/oljefondet-stemmer-mot-tesla-sjefens-loennspakke,vg,norway,cultural,arts,elections,arts,1,2
